Title,Country,Date,Time,Impact,Forecast,Previous,URL
MPC Member Mann Speaks,GBP,2022-04-21,13:00,Low,,,https://www.forexfactory.com/calendar?day=apr21.2022
Consumer Confidence,EUR,2022-04-21,13:46,Low,-20,-19,https://www.forexfactory.com/calendar?day=apr21.2022
CB Leading Index m/m,USD,2022-04-21,14:00,Low,0.3%,0.6%,https://www.forexfactory.com/calendar?day=apr21.2022
IMF Meetings,All,2022-04-21,Day 4,Low,,,https://www.forexfactory.com/calendar?day=apr21.2022
Natural Gas Storage,USD,2022-04-21,14:30,Low,40B,15B,https://www.forexfactory.com/calendar?day=apr21.2022
Fed Chair Powell Speaks,USD,2022-04-21,15:00,Medium,,,https://www.forexfactory.com/calendar?day=apr21.2022
BOE Gov Bailey Speaks,GBP,2022-04-21,16:30,High,,,https://www.forexfactory.com/calendar?day=apr21.2022
ECB President Lagarde Speaks,EUR,2022-04-21,17:00,Medium,,,https://www.forexfactory.com/calendar?day=apr21.2022
Fed Chair Powell Speaks,USD,2022-04-21,,High,,,https://www.forexfactory.com/calendar?day=apr21.2022
Flash Manufacturing PMI,AUD,2022-04-21,23:00,Low,,57.7,https://www.forexfactory.com/calendar?day=apr21.2022
Flash Services PMI,AUD,2022-04-21,,Low,,55.6,https://www.forexfactory.com/calendar?day=apr21.2022
GfK Consumer Confidence,GBP,2022-04-21,23:01,Low,-33,-31,https://www.forexfactory.com/calendar?day=apr21.2022
National Core CPI y/y,JPY,2022-04-21,23:30,Low,0.8%,0.6%,https://www.forexfactory.com/calendar?day=apr21.2022
Flash Manufacturing PMI,JPY,2022-04-22,00:30,Low,53.3,54.1,https://www.forexfactory.com/calendar?day=apr21.2022
Retail Sales m/m,GBP,2022-04-22,06:00,Medium,-0.3%,-0.5%,https://www.forexfactory.com/calendar?day=apr22.2022
French Flash Services PMI,EUR,2022-04-22,07:15,Medium,56.4,57.4,https://www.forexfactory.com/calendar?day=apr22.2022
French Flash Manufacturing PMI,EUR,2022-04-22,,Low,53.7,54.7,https://www.forexfactory.com/calendar?day=apr22.2022
German Flash Manufacturing PMI,EUR,2022-04-22,07:30,High,54.6,56.9,https://www.forexfactory.com/calendar?day=apr22.2022
German Flash Services PMI,EUR,2022-04-22,,High,55.4,56.1,https://www.forexfactory.com/calendar?day=apr22.2022
Current Account,EUR,2022-04-22,08:00,Low,22.8B,21.6B,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Manufacturing PMI,EUR,2022-04-22,,Low,54.9,56.5,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Services PMI,EUR,2022-04-22,,Low,55.0,55.6,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Manufacturing PMI,GBP,2022-04-22,08:30,Medium,53.9,55.2,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Services PMI,GBP,2022-04-22,,Medium,59.9,62.6,https://www.forexfactory.com/calendar?day=apr22.2022
German Buba Monthly Report,EUR,2022-04-22,10:00,Low,,,https://www.forexfactory.com/calendar?day=apr22.2022
Core Retail Sales m/m,CAD,2022-04-22,12:30,Medium,0.4%,2.9%,https://www.forexfactory.com/calendar?day=apr22.2022
Retail Sales m/m,CAD,2022-04-22,,Medium,-0.4%,3.3%,https://www.forexfactory.com/calendar?day=apr22.2022
IPPI m/m,CAD,2022-04-22,,Low,2.0%,2.6%,https://www.forexfactory.com/calendar?day=apr22.2022
RMPI m/m,CAD,2022-04-22,,Low,7.1%,6.4%,https://www.forexfactory.com/calendar?day=apr22.2022
ECB President Lagarde Speaks,EUR,2022-04-22,13:00,Medium,,,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Manufacturing PMI,USD,2022-04-22,13:45,Medium,58.1,58.8,https://www.forexfactory.com/calendar?day=apr22.2022
Flash Services PMI,USD,2022-04-22,,Medium,58.0,58.0,https://www.forexfactory.com/calendar?day=apr22.2022
IMF Meetings,All,2022-04-22,Day 5,Low,,,https://www.forexfactory.com/calendar?day=apr22.2022
BOE Gov Bailey Speaks,GBP,2022-04-22,14:30,High,,,https://www.forexfactory.com/calendar?day=apr22.2022
IMF Meetings,All,2022-04-23,Day 6,Low,,,https://www.forexfactory.com/calendar?day=apr23.2022
French Presidential Election,EUR,2022-04-24,All Day,High,,,https://www.forexfactory.com/calendar?day=apr24.2022
IMF Meetings,All,2022-04-24,Day 7,Low,,,https://www.forexfactory.com/calendar?day=apr24.2022
Bank Holiday,NZD,2022-04-24,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr24.2022
Bank Holiday,AUD,2022-04-24,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr24.2022
Rightmove HPI m/m,GBP,2022-04-24,23:01,Low,,1.7%,https://www.forexfactory.com/calendar?day=apr24.2022
SPPI y/y,JPY,2022-04-24,23:50,Low,1.2%,1.1%,https://www.forexfactory.com/calendar?day=apr24.2022
Italian Bank Holiday,EUR,2022-04-25,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr25.2022
German ifo Business Climate,EUR,2022-04-25,08:00,Medium,88.3,90.8,https://www.forexfactory.com/calendar?day=apr25.2022
CBI Industrial Order Expectations,GBP,2022-04-25,10:00,Low,24,26,https://www.forexfactory.com/calendar?day=apr25.2022
Belgian NBB Business Climate,EUR,2022-04-25,12:58,Low,0.2,0.4,https://www.forexfactory.com/calendar?day=apr25.2022
BOC Gov Macklem Speaks,CAD,2022-04-25,15:00,High,,,https://www.forexfactory.com/calendar?day=apr25.2022
Unemployment Rate,JPY,2022-04-25,23:30,Low,2.7%,2.7%,https://www.forexfactory.com/calendar?day=apr25.2022
Credit Card Spending y/y,NZD,2022-04-26,03:00,Low,,1.1%,https://www.forexfactory.com/calendar?day=apr26.2022
BOJ Core CPI y/y,JPY,2022-04-26,05:00,Low,1.1%,1.0%,https://www.forexfactory.com/calendar?day=apr26.2022
Trade Balance,CHF,2022-04-26,06:00,Low,6.23B,5.88B,https://www.forexfactory.com/calendar?day=apr26.2022
Public Sector Net Borrowing,GBP,2022-04-26,,Low,14.2B,9.9B,https://www.forexfactory.com/calendar?day=apr26.2022
Core Durable Goods Orders m/m,USD,2022-04-26,12:30,Medium,0.5%,-0.5%,https://www.forexfactory.com/calendar?day=apr26.2022
Durable Goods Orders m/m,USD,2022-04-26,,Medium,1.0%,-2.1%,https://www.forexfactory.com/calendar?day=apr26.2022
Gov Council Member Lane Speaks,CAD,2022-04-26,12:55,Low,,,https://www.forexfactory.com/calendar?day=apr26.2022
HPI m/m,USD,2022-04-26,13:00,Low,1.5%,1.6%,https://www.forexfactory.com/calendar?day=apr26.2022
S&P/CS Composite-20 HPI y/y,USD,2022-04-26,,Low,19.2%,18.9%,https://www.forexfactory.com/calendar?day=apr26.2022
Richmond Manufacturing Index,USD,2022-04-26,13:59,Low,9,13,https://www.forexfactory.com/calendar?day=apr26.2022
CB Consumer Confidence,USD,2022-04-26,14:00,Medium,108.5,107.6,https://www.forexfactory.com/calendar?day=apr26.2022
New Home Sales,USD,2022-04-26,,Low,774K,835K,https://www.forexfactory.com/calendar?day=apr26.2022
API Weekly Statistical Bulletin,USD,2022-04-26,20:30,Low,,,https://www.forexfactory.com/calendar?day=apr26.2022
CPI q/q,AUD,2022-04-27,01:30,High,1.7%,1.3%,https://www.forexfactory.com/calendar?day=apr26.2022
Trimmed Mean CPI q/q,AUD,2022-04-26,,High,1.2%,1.0%,https://www.forexfactory.com/calendar?day=apr26.2022
German GfK Consumer Climate,EUR,2022-04-27,06:00,Low,-16.1,-15.7,https://www.forexfactory.com/calendar?day=apr27.2022
UBS Economic Expectations,CHF,2022-04-27,08:00,Low,,-27.8,https://www.forexfactory.com/calendar?day=apr27.2022
CBI Realized Sales,GBP,2022-04-27,10:00,Low,-6,9,https://www.forexfactory.com/calendar?day=apr27.2022
Goods Trade Balance,USD,2022-04-27,12:30,Low,-105.0B,-106.3B,https://www.forexfactory.com/calendar?day=apr27.2022
Prelim Wholesale Inventories m/m,USD,2022-04-27,,Low,1.5%,2.5%,https://www.forexfactory.com/calendar?day=apr27.2022
CB Leading Index m/m,CNY,2022-04-27,13:00,Low,,0.5%,https://www.forexfactory.com/calendar?day=apr27.2022
Pending Home Sales m/m,USD,2022-04-27,14:00,Low,-1.0%,-4.0%,https://www.forexfactory.com/calendar?day=apr27.2022
Crude Oil Inventories,USD,2022-04-27,14:30,Low,0.1M,-8.0M,https://www.forexfactory.com/calendar?day=apr27.2022
ECB President Lagarde Speaks,EUR,2022-04-27,16:00,Medium,,,https://www.forexfactory.com/calendar?day=apr27.2022
BOC Gov Macklem Speaks,CAD,2022-04-27,22:30,High,,,https://www.forexfactory.com/calendar?day=apr27.2022
Trade Balance,NZD,2022-04-27,22:45,Low,-648M,-691M,https://www.forexfactory.com/calendar?day=apr27.2022
Prelim Industrial Production m/m,JPY,2022-04-27,23:50,Low,0.5%,2.0%,https://www.forexfactory.com/calendar?day=apr27.2022
Retail Sales y/y,JPY,2022-04-27,,Low,0.3%,-0.9%,https://www.forexfactory.com/calendar?day=apr27.2022
ANZ Business Confidence,NZD,2022-04-28,01:00,Low,,-41.9,https://www.forexfactory.com/calendar?day=apr27.2022
Import Prices q/q,AUD,2022-04-28,01:30,Low,7.1%,5.8%,https://www.forexfactory.com/calendar?day=apr27.2022
BOJ Outlook Report,JPY,2022-04-28,03:11,High,,,https://www.forexfactory.com/calendar?day=apr28.2022
Monetary Policy Statement,JPY,2022-04-28,,Medium,,,https://www.forexfactory.com/calendar?day=apr28.2022
BOJ Policy Rate,JPY,2022-04-28,,Low,-0.10%,-0.10%,https://www.forexfactory.com/calendar?day=apr28.2022
Housing Starts y/y,JPY,2022-04-28,04:59,Low,-0.5%,6.3%,https://www.forexfactory.com/calendar?day=apr28.2022
German Prelim CPI m/m,EUR,2022-04-28,All Day,Low,0.5%,2.5%,https://www.forexfactory.com/calendar?day=apr28.2022
BOJ Press Conference,JPY,2022-04-28,06:30,Medium,,,https://www.forexfactory.com/calendar?day=apr28.2022
Spanish Flash CPI y/y,EUR,2022-04-28,07:00,Low,9.1%,9.8%,https://www.forexfactory.com/calendar?day=apr28.2022
Spanish Unemployment Rate,EUR,2022-04-28,,Low,13.0%,13.3%,https://www.forexfactory.com/calendar?day=apr28.2022
ECB Economic Bulletin,EUR,2022-04-28,08:00,Low,,,https://www.forexfactory.com/calendar?day=apr28.2022
Advance GDP q/q,USD,2022-04-28,12:30,High,1.1%,6.9%,https://www.forexfactory.com/calendar?day=apr28.2022
Advance GDP Price Index q/q,USD,2022-04-28,,Medium,7.2%,7.1%,https://www.forexfactory.com/calendar?day=apr28.2022
Unemployment Claims,USD,2022-04-28,,Medium,178K,185K,https://www.forexfactory.com/calendar?day=apr28.2022
Natural Gas Storage,USD,2022-04-28,14:30,Low,39B,53B,https://www.forexfactory.com/calendar?day=apr28.2022
Bank Holiday,JPY,2022-04-28,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr28.2022
PPI q/q,AUD,2022-04-29,01:30,Low,1.5%,1.3%,https://www.forexfactory.com/calendar?day=apr28.2022
Private Sector Credit m/m,AUD,2022-04-28,,Low,0.6%,0.6%,https://www.forexfactory.com/calendar?day=apr28.2022
French Consumer Spending m/m,EUR,2022-04-29,05:30,Low,-0.3%,0.9%,https://www.forexfactory.com/calendar?day=apr29.2022
French Flash GDP q/q,EUR,2022-04-29,,Low,0.3%,0.8%,https://www.forexfactory.com/calendar?day=apr29.2022
German Import Prices m/m,EUR,2022-04-29,06:00,Low,3.5%,1.3%,https://www.forexfactory.com/calendar?day=apr29.2022
Nationwide HPI m/m,GBP,2022-04-29,,Low,0.8%,1.1%,https://www.forexfactory.com/calendar?day=apr29.2022
Retail Sales y/y,CHF,2022-04-29,06:30,Low,13.3%,12.5%,https://www.forexfactory.com/calendar?day=apr29.2022
French Prelim CPI m/m,EUR,2022-04-29,06:45,Low,0.2%,1.4%,https://www.forexfactory.com/calendar?day=apr29.2022
KOF Economic Barometer,CHF,2022-04-29,07:00,Low,98.8,99.2,https://www.forexfactory.com/calendar?day=apr29.2022
Spanish Flash GDP q/q,EUR,2022-04-29,,Low,0.6%,2.2%,https://www.forexfactory.com/calendar?day=apr29.2022
SNB Chairman Jordan Speaks,CHF,2022-04-29,08:00,Medium,,,https://www.forexfactory.com/calendar?day=apr29.2022
German Prelim GDP q/q,EUR,2022-04-29,,Medium,0.2%,-0.3%,https://www.forexfactory.com/calendar?day=apr29.2022
M3 Money Supply y/y,EUR,2022-04-29,,Low,6.2%,6.4%,https://www.forexfactory.com/calendar?day=apr29.2022
Italian Prelim GDP q/q,EUR,2022-04-29,,Low,-0.2%,0.7%,https://www.forexfactory.com/calendar?day=apr29.2022
Private Loans y/y,EUR,2022-04-29,,Low,4.5%,4.4%,https://www.forexfactory.com/calendar?day=apr29.2022
CPI Flash Estimate y/y,EUR,2022-04-29,09:00,Medium,7.5%,7.4%,https://www.forexfactory.com/calendar?day=apr29.2022
Core CPI Flash Estimate y/y,EUR,2022-04-29,,Low,3.2%,2.9%,https://www.forexfactory.com/calendar?day=apr29.2022
Italian Prelim CPI m/m,EUR,2022-04-29,,Low,0.4%,1.0%,https://www.forexfactory.com/calendar?day=apr29.2022
Prelim Flash GDP q/q,EUR,2022-04-29,,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr29.2022
Italian 10-y Bond Auction,EUR,2022-04-29,09:10,Low,,2.14|1.3,https://www.forexfactory.com/calendar?day=apr29.2022
GDP m/m,CAD,2022-04-29,12:30,Medium,0.8%,0.2%,https://www.forexfactory.com/calendar?day=apr29.2022
Core PCE Price Index m/m,USD,2022-04-29,,High,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr29.2022
Employment Cost Index q/q,USD,2022-04-29,,Low,1.1%,1.0%,https://www.forexfactory.com/calendar?day=apr29.2022
Personal Income m/m,USD,2022-04-29,,Low,0.4%,0.7%,https://www.forexfactory.com/calendar?day=apr29.2022
Personal Spending m/m,USD,2022-04-29,,Low,0.7%,0.6%,https://www.forexfactory.com/calendar?day=apr29.2022
Chicago PMI,USD,2022-04-29,13:45,Low,62.1,62.9,https://www.forexfactory.com/calendar?day=apr29.2022
Revised UoM Consumer Sentiment,USD,2022-04-29,14:00,Medium,65.8,65.7,https://www.forexfactory.com/calendar?day=apr29.2022
Revised UoM Inflation Expectations,USD,2022-04-29,,Low,,5.4%,https://www.forexfactory.com/calendar?day=apr29.2022
Manufacturing PMI,CNY,2022-04-30,01:30,Low,48.0,49.5,https://www.forexfactory.com/calendar?day=apr29.2022
Non-Manufacturing PMI,CNY,2022-04-29,,Low,46.1,48.4,https://www.forexfactory.com/calendar?day=apr29.2022
RatingDog Manufacturing PMI,CNY,2022-04-30,01:45,Low,47.0,48.1,https://www.forexfactory.com/calendar?day=apr29.2022
AIG Manufacturing Index,AUD,2022-05-01,22:50,Low,,55.7,https://www.forexfactory.com/calendar?day=may1.2022
Bank Holiday,CNY,2022-05-01,All Day,Low,,,https://www.forexfactory.com/calendar?day=may1.2022
Final Manufacturing PMI,JPY,2022-05-02,00:30,Low,53.4,53.4,https://www.forexfactory.com/calendar?day=may1.2022
MI Inflation Gauge m/m,AUD,2022-05-02,01:07,Low,,0.8%,https://www.forexfactory.com/calendar?day=may1.2022
ANZ Job Advertisements m/m,AUD,2022-05-02,01:30,Low,,0.7%,https://www.forexfactory.com/calendar?day=may1.2022
Consumer Confidence,JPY,2022-05-02,04:59,Low,34.9,32.8,https://www.forexfactory.com/calendar?day=may2.2022
German Retail Sales m/m,EUR,2022-05-02,06:00,Low,0.2%,0.2%,https://www.forexfactory.com/calendar?day=may2.2022
Commodity Prices y/y,AUD,2022-05-02,06:30,Low,,39.6%,https://www.forexfactory.com/calendar?day=may2.2022
SECO Consumer Climate,CHF,2022-05-02,07:00,Low,-15,-4,https://www.forexfactory.com/calendar?day=may2.2022
Bank Holiday,GBP,2022-05-02,All Day,Low,,,https://www.forexfactory.com/calendar?day=may2.2022
Spanish Manufacturing PMI,EUR,2022-05-02,07:15,Low,54.0,54.2,https://www.forexfactory.com/calendar?day=may2.2022
Manufacturing PMI,CHF,2022-05-02,07:30,Low,60.5,64.0,https://www.forexfactory.com/calendar?day=may2.2022
Italian Manufacturing PMI,EUR,2022-05-02,07:45,Low,55.1,55.8,https://www.forexfactory.com/calendar?day=may2.2022
French Final Manufacturing PMI,EUR,2022-05-02,07:50,Low,55.4,55.4,https://www.forexfactory.com/calendar?day=may2.2022
German Final Manufacturing PMI,EUR,2022-05-02,07:55,Low,54.1,54.1,https://www.forexfactory.com/calendar?day=may2.2022
Final Manufacturing PMI,EUR,2022-05-02,08:00,Low,55.3,55.3,https://www.forexfactory.com/calendar?day=may2.2022
Italian Monthly Unemployment Rate,EUR,2022-05-02,,Low,8.4%,8.5%,https://www.forexfactory.com/calendar?day=may2.2022
Manufacturing PMI,CAD,2022-05-02,13:30,Low,,58.9,https://www.forexfactory.com/calendar?day=may2.2022
Final Manufacturing PMI,USD,2022-05-02,13:45,Low,59.7,59.7,https://www.forexfactory.com/calendar?day=may2.2022
ISM Manufacturing PMI,USD,2022-05-02,14:00,High,57.5,57.1,https://www.forexfactory.com/calendar?day=may2.2022
Construction Spending m/m,USD,2022-05-02,,Low,0.8%,0.5%,https://www.forexfactory.com/calendar?day=may2.2022
ISM Manufacturing Prices,USD,2022-05-02,,Low,87.6,87.1,https://www.forexfactory.com/calendar?day=may2.2022
Building Consents m/m,NZD,2022-05-02,22:45,Low,,12.2%,https://www.forexfactory.com/calendar?day=may2.2022
Retail Sales m/m,AUD,2022-05-02,23:30,Low,1.7%,1.8%,https://www.forexfactory.com/calendar?day=may2.2022
Bank Holiday,JPY,2022-05-02,All Day,Low,,,https://www.forexfactory.com/calendar?day=may2.2022
Bank Holiday,CNY,2022-05-02,All Day,Low,,,https://www.forexfactory.com/calendar?day=may2.2022
Cash Rate,AUD,2022-05-03,04:30,High,0.25%,0.10%,https://www.forexfactory.com/calendar?day=may3.2022
RBA Rate Statement,AUD,2022-05-03,,High,,,https://www.forexfactory.com/calendar?day=may3.2022
RBA Gov Lowe Speaks,AUD,2022-05-03,06:30,High,,,https://www.forexfactory.com/calendar?day=may3.2022
French Gov Budget Balance,EUR,2022-05-03,06:45,Low,,-37.6B,https://www.forexfactory.com/calendar?day=may3.2022
German Unemployment Change,EUR,2022-05-03,07:55,Low,-15K,-18K,https://www.forexfactory.com/calendar?day=may3.2022
Final Manufacturing PMI,GBP,2022-05-03,08:30,Low,55.3,55.3,https://www.forexfactory.com/calendar?day=may3.2022
PPI m/m,EUR,2022-05-03,09:00,Low,4.9%,1.1%,https://www.forexfactory.com/calendar?day=may3.2022
Unemployment Rate,EUR,2022-05-03,,Low,6.8%,6.9%,https://www.forexfactory.com/calendar?day=may3.2022
ECOFIN Meetings,EUR,2022-05-03,All Day,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
Eurogroup Meetings,EUR,2022-05-03,All Day,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
ECB President Lagarde Speaks,EUR,2022-05-03,13:00,Medium,,,https://www.forexfactory.com/calendar?day=may3.2022
JOLTS Job Openings,USD,2022-05-03,14:00,High,11.19M,11.34M,https://www.forexfactory.com/calendar?day=may3.2022
Factory Orders m/m,USD,2022-05-03,,Low,1.3%,0.1%,https://www.forexfactory.com/calendar?day=may3.2022
Wards Total Vehicle Sales,USD,2022-05-03,All Day,Low,14.2M,13.3M,https://www.forexfactory.com/calendar?day=may3.2022
GDT Price Index,NZD,2022-05-03,14:54,Low,,-3.6%,https://www.forexfactory.com/calendar?day=may3.2022
Gov Council Member Rogers Speaks,CAD,2022-05-03,16:30,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
API Weekly Statistical Bulletin,USD,2022-05-03,20:30,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
RBNZ Financial Stability Report,NZD,2022-05-03,21:00,Medium,,,https://www.forexfactory.com/calendar?day=may3.2022
AIG Construction Index,AUD,2022-05-03,22:30,Low,,56.5,https://www.forexfactory.com/calendar?day=may3.2022
Employment Change q/q,NZD,2022-05-03,22:45,High,0.1%,0.0%,https://www.forexfactory.com/calendar?day=may3.2022
Unemployment Rate,NZD,2022-05-03,,High,3.2%,3.2%,https://www.forexfactory.com/calendar?day=may3.2022
Labor Cost Index q/q,NZD,2022-05-03,,Low,0.7%,0.7%,https://www.forexfactory.com/calendar?day=may3.2022
RBNZ Gov Orr Speaks,NZD,2022-05-03,23:00,High,,,https://www.forexfactory.com/calendar?day=may3.2022
BRC Shop Price Index y/y,GBP,2022-05-03,23:01,Low,,2.1%,https://www.forexfactory.com/calendar?day=may3.2022
Bank Holiday,JPY,2022-05-03,All Day,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
Bank Holiday,CNY,2022-05-03,All Day,Low,,,https://www.forexfactory.com/calendar?day=may3.2022
ANZ Commodity Prices m/m,NZD,2022-05-04,01:00,Low,,3.9%,https://www.forexfactory.com/calendar?day=may3.2022
German Trade Balance,EUR,2022-05-04,06:00,Low,12.3B,11.1B,https://www.forexfactory.com/calendar?day=may4.2022
Spanish Unemployment Change,EUR,2022-05-04,07:00,Medium,-75.0K,-2.9K,https://www.forexfactory.com/calendar?day=may4.2022
Spanish Services PMI,EUR,2022-05-04,07:15,Low,56.0,53.4,https://www.forexfactory.com/calendar?day=may4.2022
Italian Services PMI,EUR,2022-05-04,07:45,Low,54.6,52.1,https://www.forexfactory.com/calendar?day=may4.2022
French Final Services PMI,EUR,2022-05-04,07:50,Low,58.8,58.8,https://www.forexfactory.com/calendar?day=may4.2022
German Final Services PMI,EUR,2022-05-04,07:55,Low,57.9,57.9,https://www.forexfactory.com/calendar?day=may4.2022
Final Services PMI,EUR,2022-05-04,08:00,Low,57.7,57.7,https://www.forexfactory.com/calendar?day=may4.2022
M4 Money Supply m/m,GBP,2022-05-04,08:30,Low,0.8%,1.0%,https://www.forexfactory.com/calendar?day=may4.2022
Mortgage Approvals,GBP,2022-05-04,,Low,70K,71K,https://www.forexfactory.com/calendar?day=may4.2022
Net Lending to Individuals m/m,GBP,2022-05-04,08:32,Low,6.2B,6.1B,https://www.forexfactory.com/calendar?day=may4.2022
Retail Sales m/m,EUR,2022-05-04,09:00,Low,-0.3%,0.4%,https://www.forexfactory.com/calendar?day=may4.2022
German 10-y Bond Auction,EUR,2022-05-04,09:36,Low,,0.83|1.3,https://www.forexfactory.com/calendar?day=may4.2022
ADP Non-Farm Employment Change,USD,2022-05-04,12:15,High,382K,479K,https://www.forexfactory.com/calendar?day=may4.2022
Trade Balance,CAD,2022-05-04,12:30,Low,3.7B,3.1B,https://www.forexfactory.com/calendar?day=may4.2022
Trade Balance,USD,2022-05-04,,Low,-107.3B,-89.8B,https://www.forexfactory.com/calendar?day=may4.2022
Final Services PMI,USD,2022-05-04,13:45,Low,54.7,54.7,https://www.forexfactory.com/calendar?day=may4.2022
